Passo,Nível_de_Compartilhamento,Justiça,Satisfação,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
411,0.5,0.46354166666666663,0.7627737226277372,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
412,0.5,0.4636374521072797,0.7627427184466019,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
413,0.5,0.46372126436781613,0.7627118644067796,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
414,0.5,0.46379310344827585,0.7626811594202898,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
415,0.5,0.4638875767595655,0.7626506024096386,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
416,0.5,0.4639702409069437,0.7626201923076923,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
417,0.5,0.464041095890411,0.762589928057554,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
418,0.5,0.46413428385052646,0.7625598086124402,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
419,0.5,0.4642158233156276,0.7625298329355609,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
420,0.5,0.4642857142857142,0.7625,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
421,0.5,0.4643776429490716,0.7624703087885986,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
422,0.5,0.4644580805295091,0.7624407582938388,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
423,0.5,0.4645270270270271,0.7624113475177305,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
424,0.5,0.46461772174859417,0.7623820754716981,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
425,0.5,0.46469707962996554,0.7623529411764706,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
426,0.5,0.46476510067114085,0.7623239436619719,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
427,0.5,0.46485458612975394,0.7622950819672131,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
428,0.5,0.4649328859060403,0.7622663551401869,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
429,0.5,0.4650000000000001,0.7622377622377622,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
430,0.5,0.46508830022075054,0.7622093023255814,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
431,0.5,0.4651655629139073,0.7621809744779582,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
432,0.5,0.4652317880794702,0.7621527777777778,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
433,0.5,0.4653189264552109,0.7621247113163973,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
434,0.5,0.465395172533984,0.7620967741935484,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
435,0.5,0.4654605263157895,0.7620689655172413,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
436,0.5,0.46554652562779497,0.7620412844036697,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
437,0.5,0.4656217750257998,0.7620137299771167,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
438,0.5,0.46568627450980393,0.761986301369863,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
439,0.5,0.4657711569476276,0.7619589977220956,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
440,0.5,0.46584542908072324,0.7619318181818182,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
441,0.5,0.46590909090909094,0.7619047619047619,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
442,0.5,0.4659928780896523,0.7618778280542986,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
443,0.5,0.4660661918726434,0.7618510158013544,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
444,0.5,0.46612903225806446,0.7618243243243243,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
445,0.5,0.46621174524400333,0.7617977528089888,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
446,0.5,0.46628411910669976,0.7617713004484304,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
447,0.5,0.46634615384615385,0.761744966442953,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
448,0.5,0.46642781316348203,0.76171875,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
449,0.5,0.46649926506614403,0.7616926503340757,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
450,0.5,0.4665605095541401,0.7616666666666667,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
451,0.5,0.46664113520922357,0.761640798226164,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
452,0.5,0.4667116826574216,0.7616150442477876,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
453,0.5,0.4667721518987342,0.7615894039735099,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
454,0.5,0.4668517633946342,0.7615638766519823,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
455,0.5,0.4669214234535467,0.7615384615384615,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
456,0.5,0.46698113207547176,0.7615131578947368,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
457,0.5,0.46705974842767295,0.7614879649890591,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
458,0.5,0.46712853773584906,0.7614628820960698,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
459,0.5,0.4671875000000001,0.761437908496732,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
460,0.5,0.4672651397515528,0.7614130434782609,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
461,0.5,0.4673330745341615,0.7613882863340564,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
462,0.5,0.46739130434782616,0.7613636363636364,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
463,0.5,0.46746798558392766,0.7613390928725702,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
464,0.5,0.4675350816655164,0.7613146551724138,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
465,0.5,0.46759259259259256,0.7612903225806451,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
466,0.5,0.4676683329546315,0.7612660944206009,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
467,0.5,0.46773460577141557,0.7612419700214133,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
468,0.5,0.46779141104294486,0.7612179487179487,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
469,0.5,0.467866227742032,0.7611940298507462,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
470,0.5,0.46793169235373333,0.7611702127659574,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
471,0.5,0.4679878048780488,0.7611464968152867,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
472,0.5,0.46806171470805613,0.7611228813559322,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
473,0.5,0.46812638580931265,0.7610993657505285,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
474,0.5,0.46818181818181814,0.7610759493670886,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
475,0.5,0.46825483753194597,0.7610526315789473,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
476,0.5,0.46831872946330777,0.7610294117647058,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
477,0.5,0.46837349397590367,0.7610062893081762,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
478,0.5,0.46844563884279633,0.7609832635983264,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
479,0.5,0.4685087656013275,0.7609603340292276,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
480,0.5,0.468562874251497,0.7609375,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
481,0.5,0.46863416025092675,0.760914760914761,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
482,0.5,0.4686965355004278,0.7608921161825726,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
483,0.5,0.46875,0.7608695652173914,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
484,0.5,0.4688204423781347,0.7608471074380165,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
485,0.5,0.4688820794590025,0.7608247422680412,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
486,0.5,0.46893491124260356,0.7608024691358025,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
487,0.5,0.4690045248868778,0.7607802874743327,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
488,0.5,0.46906543682561774,0.7607581967213115,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
489,0.5,0.46911764705882353,0.7607361963190185,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
490,0.5,0.469186446508428,0.7607142857142857,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
491,0.5,0.46924664602683175,0.7606924643584522,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
492,0.5,0.4692982456140351,0.760670731707317,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
493,0.5,0.46936624507003943,0.7606490872210954,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
494,0.5,0.4694257445940433,0.7606275303643725,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
495,0.5,0.46947674418604657,0.7606060606060606,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
496,0.5,0.4695439575211722,0.7605846774193549,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
497,0.5,0.46960276918940713,0.7605633802816901,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
498,0.5,0.46965317919075145,0.7605421686746988,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
499,0.5,0.46971961995880673,0.7605210420841684,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
500,0.5,0.4697777556308551,0.7605,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
501,0.5,0.4698275862068966,0.7604790419161677,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
